page_index	cancer_type	metric	metric_label	abs_pearson_r_threshold	barplot_order	drug	pearson_r	abs_pearson_r	group	plot_color	page_tsv_file	response_direction_note
10	LUAD	Z_SCORE	GDSC Z-score	0.185	1	CAMPTOTHECIN	-0.266903010447986	0.266903010447986	Genome integrity and DNA damage	#9DFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	2	AZD1332	-0.234421815236744	0.234421815236744	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	3	EPIRUBICIN	-0.205916172831705	0.205916172831705	Genome integrity and DNA damage	#9DFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	4	TW 37	-0.205211629625018	0.205211629625018	Apoptosis regulation	#FF0000	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	5	LMP744	-0.202022946661556	0.202022946661556	Genome integrity and DNA damage	#9DFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	6	AZD1208	0.188357513056113	0.188357513056113	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	7	OSIMERTINIB	0.188472880633922	0.188472880633922	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	8	GSK3337463A	0.190565072506043	0.190565072506043	Signaling	#2700FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	9	EHT-1864	0.191375942151137	0.191375942151137	Cell cycle and mitosis	#FF7600	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
10	LUAD	Z_SCORE	GDSC Z-score	0.185	10	729189	0.193177179085046	0.193177179085046	Other reviewed	#00FFC4	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_10_LUAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
