cancer_type	direction	drug	correlation_value	category_label	primary_anticancer_class
KIRC	high_ploidy_sensitive	KRAS (G12C) INHIBITOR-12	0.26127094576084	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	BORTEZOMIB	0.257695798668889	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
KIRC	high_ploidy_sensitive	776928	0.2575927942747	Other	Other
KIRC	high_ploidy_sensitive	OSI-027	0.255432023263863	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	CDK9_5576	0.254917342342793	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	BDF00022089A	0.252961159218012	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	THR-102	0.25262372794372	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	NU7441	0.248905799740195	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	SCHWEINFURTHIN A	0.247321125416254	Other	Other
KIRC	high_ploidy_sensitive	RUXOLITINIB	0.247050565637925	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	615590	0.246543681747592	Other	Other
KIRC	high_ploidy_sensitive	CYCLOPHOSPHAMIDE	0.244731487616486	Chemotherapy agents	Alkylating agents
KIRC	high_ploidy_sensitive	IWP-2	0.243356319462046	WNT/HH pathway inhibitors	WNT-pathway modulators
KIRC	high_ploidy_sensitive	LJI308	0.242968028905682	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	GSK591	0.242265582280824	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	MIRIN	0.238085964149509	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	TAMOXIFEN	0.232766757764684	Hormone therapy	Hormone therapy
KIRC	high_ploidy_sensitive	VE821	0.231294142935137	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	SEPANTRONIUM BROMIDE	0.229565942658736	Proapoptotic agents	Proapoptotic agents
KIRC	high_ploidy_sensitive	L-OXONORELEAGNINE	0.225645661492622	Other	Other
KIRC	high_ploidy_sensitive	RO-3306	0.22529150822623	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	GALLIBISCOQUINAZOLE	0.223931358939948	Other	Other
KIRC	high_ploidy_sensitive	SCH772984	0.210650068657273	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	A-366	0.208479967084682	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	PODOPHYLLOTOXIN BROMIDE	0.204954675438528	Chemotherapy agents	Antimitotic agents
KIRC	high_ploidy_sensitive	BLEOMYCIN (50 UM)	0.203950040043343	Chemotherapy agents	Tumor antibiotics
KIRC	high_ploidy_sensitive	AZD7762	0.198905540651023	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	PBD-288	0.194891387359373	Chemotherapy agents	Alkylating agents
KIRC	high_ploidy_sensitive	RUCAPARIB	0.19197191231422	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	VISMODEGIB	0.18950770756362	WNT/HH pathway inhibitors	Hedgehog pathway inhibitors
KIRC	high_ploidy_sensitive	BI-2536	0.187100946211108	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	765771	0.186005563346	Other	Other
KIRC	high_ploidy_sensitive	LGK974	0.185947996702547	WNT/HH pathway inhibitors	WNT-pathway modulators
KIRC	high_ploidy_sensitive	DACTINOMYCIN	0.185650456839611	Chemotherapy agents	Tumor antibiotics
KIRC	high_ploidy_sensitive	ERK_6604	0.182503887175195	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	THR-103	0.171927545590888	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	NVP-ADW742	0.170293150042939	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	STAUROSPORINE	0.168255353977398	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	PRIMA-1MET	0.166294924999554	p53/MDM2 pathway	p53/MDM2 pathway
KIRC	high_ploidy_sensitive	AVAGACESTAT	0.163239629411158	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	123829	0.16136530939883	Other	Other
KIRC	high_ploidy_sensitive	SORAFENIB	0.15667480165954	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	SELUMETINIB	0.153986445629472	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	GSK2801	0.149498912521714	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	DABRAFENIB	0.148167635559804	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	CYTARABINE	0.142525654973904	Chemotherapy agents	Antimetabolites
KIRC	high_ploidy_sensitive	LINSITINIB	0.140914951789073	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	OTX015	0.135179407276633	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	BDP-00009066	0.130533013662891	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	VE-822	0.128580560586068	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	IGF1R_3801	0.120465969674397	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	AGI-5198	0.119978936640468	Metabolic/redox agents	Metabolic/redox agents
KIRC	high_ploidy_sensitive	VTP-B	0.118250937057874	Other	Other
KIRC	high_ploidy_sensitive	DINACICLIB	0.11740161660244	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	AGI-6780	0.116856995328255	Metabolic/redox agents	Metabolic/redox agents
KIRC	high_ploidy_sensitive	123138	0.116785875249986	Other	Other
KIRC	high_ploidy_sensitive	EPZ5676	0.113261997152728	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	NILOTINIB	0.109752597652114	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	PLX-4720	0.107441407221396	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	LAPATINIB	0.104466039345557	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	MK-8776	0.100960011009928	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	JAK1_8709	0.098178461562781	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	AFATINIB	0.0941343963452761	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	ULIXERTINIB	0.0892811424302054	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	BDILV000379A	0.0864852879171685	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	IRAK4_4710	0.0809670270408925	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	I-BET-762	0.0806124368751101	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	IBRUTINIB	0.0796876494536448	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	WEE1 INHIBITOR	0.0778178206659591	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	5-FLUOROURACIL	0.0774723959056753	Chemotherapy agents	Antimetabolites
KIRC	high_ploidy_sensitive	MG-132	0.0733944646821483	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
KIRC	high_ploidy_sensitive	TENIPOSIDE	0.0726159133245141	Chemotherapy agents	Topoisomerase inhibitors
KIRC	high_ploidy_sensitive	FORETINIB	0.0714972324810174	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	CT7033-2	0.067494757424772	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	LMP744	0.061516649936768	Chemotherapy agents	Topoisomerase inhibitors
KIRC	high_ploidy_sensitive	JAK_8517	0.0596009444227912	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	YK-4-279	0.0590662277947594	Other	Other
KIRC	high_ploidy_sensitive	EG5_9814	0.0589868502544205	Chemotherapy agents	Antimitotic agents
KIRC	high_ploidy_sensitive	50869	0.0571345352718416	Other	Other
KIRC	high_ploidy_sensitive	VINBLASTINE	0.0555417455998582	Chemotherapy agents	Antimitotic agents
KIRC	high_ploidy_sensitive	AGK2	0.0486757417569832	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	729189	0.044380158628087	Other	Other
KIRC	high_ploidy_sensitive	HKMTI-1-005	0.0429348149113904	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	PALBOCICLIB	0.0425587416880821	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	BROMOSPORINE	0.0418484690325318	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	CPI-637	0.031813389820723	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	NIRAPARIB	0.0289856778997617	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	LEFLUNOMIDE	0.0247976134192228	Chemotherapy agents	Antimetabolites
KIRC	high_ploidy_sensitive	UNC0379	0.0182269661565353	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	MK-1775	0.013802104928507	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	AZD1332	0.0121722679618682	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	WEHI-539	0.0120457618094863	Proapoptotic agents	Proapoptotic agents
KIRC	high_ploidy_sensitive	BLEOMYCIN	0.0104084494606133	Chemotherapy agents	Tumor antibiotics
KIRC	high_ploidy_sensitive	SINULARIN	0.00537136878956691	Metabolic/redox agents	Metabolic/redox agents
KIRC	high_ploidy_sensitive	OSIMERTINIB	0.00325459662341492	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	NUTLIN-3A (-)	0.00275138059464841	p53/MDM2 pathway	p53/MDM2 pathway
KIRC	high_ploidy_sensitive	DASATINIB	-0.00328354174704196	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	I-BRD9	-0.007336731595441	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	PFI-1	-0.00981750718755366	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	AZD5153	-0.0108882166423678	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	BOSUTINIB	-0.0138507591219907	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	N30652-18-1	-0.0151052242953552	Other	Other
KIRC	high_ploidy_sensitive	ACETALAX	-0.018873852693502	Other	Other
KIRC	high_ploidy_sensitive	METHOTREXATE	-0.021890111033951	Chemotherapy agents	Antimetabolites
KIRC	high_ploidy_sensitive	SGC0946	-0.0228683532253594	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	TRAMETINIB	-0.0393156687855966	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	ERK_2440	-0.0393962798696918	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	FLUDARABINE	-0.043814984877275	Chemotherapy agents	Antimetabolites
KIRC	high_ploidy_sensitive	JQ1	-0.0564629227223581	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	N25720-51-A1	-0.0602455146724209	Other	Other
KIRC	high_ploidy_sensitive	OBATOCLAX MESYLATE	-0.0695613784883372	Proapoptotic agents	Proapoptotic agents
KIRC	high_ploidy_sensitive	PD0325901	-0.072146711816812	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	630600	-0.075108924168815	Other	Other
KIRC	high_ploidy_sensitive	WZ4003	-0.0869245255866761	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	VTP-A	-0.0892300597631933	Other	Other
KIRC	high_ploidy_sensitive	AZD3759	-0.0971228445416132	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	BPD-00008900	-0.0989971146307847	Other	Other
KIRC	high_ploidy_sensitive	AMG-319	-0.105116677037198	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	SB216763	-0.107644659272822	WNT/HH pathway inhibitors	WNT-pathway modulators
KIRC	high_ploidy_sensitive	N27922-53-1	-0.117495658312958	Other	Other
KIRC	high_ploidy_sensitive	PD173074	-0.136621357578335	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	GEFITINIB	-0.1487089493107	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	POMHEX	-0.154771645201651	Metabolic/redox agents	Metabolic/redox agents
KIRC	high_ploidy_sensitive	REFAMETINIB	-0.159910515165714	Kinase inhibitors	Serine/threonine kinase inhibitors
KIRC	high_ploidy_sensitive	SAPITINIB	-0.160368433592107	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	ERLOTINIB	-0.168710690185507	Kinase inhibitors	Receptor tyrosine kinase inhibitors
KIRC	high_ploidy_sensitive	667880	-0.172992828987291	Other	Other
KIRC	high_ploidy_sensitive	ASCORBATE (VITAMIN C)	-0.209524512903902	Metabolic/redox agents	Metabolic/redox agents
KIRC	high_ploidy_sensitive	ELEPHANTIN	-0.216437245931159	Other	Other
KIRC	high_ploidy_sensitive	GLUTATHIONE	-0.22233884526713	Metabolic/redox agents	Metabolic/redox agents
KIRC	high_ploidy_sensitive	KU-55933	-0.241597732897659	DNA damage repair inhibitors	DNA damage repair inhibitors
KIRC	high_ploidy_sensitive	NAVITOCLAX	-0.274822626771817	Proapoptotic agents	Proapoptotic agents
KIRC	high_ploidy_sensitive	ABT737	-0.282676446108992	Proapoptotic agents	Proapoptotic agents
KIRC	high_ploidy_sensitive	SGC-CBP30	-0.345015140141638	Epigenetic inhibitors	Epigenetic inhibitors
KIRC	high_ploidy_sensitive	BIBR-1532	-0.409758098562297	Other	Other
THCA	low_ploidy_sensitive	SELUMETINIB	-0.895022856301351	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	REFAMETINIB	-0.830568722083406	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	PD0325901	-0.686383335493481	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	PALBOCICLIB	-0.658149209847848	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	SB590885	-0.607410963134695	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	PFI-1	-0.590627297735813	Epigenetic inhibitors	Epigenetic inhibitors
THCA	low_ploidy_sensitive	TRAMETINIB	-0.536327753828862	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	SCH772984	-0.522370957683124	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	BIBR-1532	-0.482195005140566	Other	Other
THCA	low_ploidy_sensitive	MK-2206	-0.434907767741501	Kinase inhibitors	Serine/threonine kinase inhibitors
THCA	low_ploidy_sensitive	FORETINIB	-0.432768014503164	Kinase inhibitors	Receptor tyrosine kinase inhibitors
THCA	low_ploidy_sensitive	CRIZOTINIB	-0.390201979865365	Kinase inhibitors	Receptor tyrosine kinase inhibitors
